سريال تعرفه,كد ملي دارو,قيمت,از تاريخ تاثير قيمت,نام ژنريك,نام تجاري,شكل دارو,بيمارستاني يا تخصص,بيمارستاني,تاريخ تغيير قيمت,نيازمند کميسيون,گروه خدمت,ستاره دار,مجوز تجويز عمومي,مجوز تجويز ماما,بيمه اي,داروخانه مجاز به تاييد,استعلام اصالت,ويژگي,جنسيت مجاز,تعداد در نسخه
1704587,50096 ,14380000,1403/03/30,GOSERELIN ACETATE 3.6MG E,,syringe,نمي باشد,نمي باشد,1403/03/30,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1493246,18354 ,196200,1402/05/01,KETOTIFEN FUMARATE 1MG/5ML 60ML,,syrup,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1212423,00711 ,133000,1401/04/23,ISOCARBOXAZID 10MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,200
1653050,13238 ,14839000,1402/08/20,Coagulation FACTOR 8(Human Plasma derived)250IU,,vial,نمي باشد,نمي باشد,1402/08/20,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,40
1325669,22856 ,52484,1401/07/30,RIVAROXABAN 20MG,,tablet,نمي باشد,نمي باشد,1401/07/30,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,90
1199362,07125 ,4220,1401/04/23,BISOPROLOL FUMARATE 5MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,120
1465710,50964 ,29850,1402/03/07,AMLODIPINE/VALSARTAN/HYDROCHLOROTHIAZIDE 10/160/12.5MG,,tablet,نمي باشد,نمي باشد,1402/03/08,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1697741,19116 ,1116900,1403/02/30,LEVETIRACETAM 100 mg/1mL 120 mL,,suspension oral,نمي باشد,نمي باشد,1403/02/31,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1493050,52098 ,1600600,1402/05/01,METHOTREXATE SODIUM 25MG/1ML 0.4 ML (10MG),,injection,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي (پايه90% - بيماران خاص 5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1493046,52100 ,2031500,1402/05/01,METHOTREXATE SODIUM 25MG/1ML 0.8 ML (20MG),,injection,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي (پايه90% - بيماران خاص 5%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1493614,16582 ,2400,1402/05/01,HYDROCHLOROTHIAZIDE 25MG,,tablet,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1702560,52063 ,1563100,1403/03/05,Abiraterone 500 mg,,tablet,نمي باشد,نمي باشد,1403/03/05,مي باشد,ويژه (بيماران خاص 70% - مكمل 30%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,120
1209130,51479 ,265694,1401/04/23,LENALIDOMIDE 5MG,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,خاص (مكمل 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,120
1381822,52054 ,10100,1401/11/05,MIRTAZAPINE 7.5MG,,tablet,نمي باشد,نمي باشد,1401/11/05,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1228823,02050 ,7000,1401/04/23,FERROUS SULFATE F SR,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1225591,52527 ,45000,1401/04/23,SULFACETAMIDE SODIUM 20% 5ML OPH,,drop ophtalmic,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1687172,10083 ,233200,1403/01/18,SERUM DEXTROSE %10 250ML,,infusion,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1690212,05746 ,301300,1403/01/18,SERUM DEXTROSE %5 0.5L,,infusion,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1199344,52438 ,7551,1401/04/23,THEOPHYLLINE 300MG ER,,capsule extended R,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1238036,52118 ,535000,1401/04/23,"METHOTREXATE 50 mg/1 mL, 0.2 mL",,injection,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه90% - بيماران خاص 5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1220956,52504 ,5168000,1401/04/23,PEGASPARGASE 750 iU/1mL 5mL,,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه (پايه 70% - مكمل 10% - بيماران خاص 20%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,4
1214304,52315 ,1110000,1401/04/23,PNEUMOCOCCAL VACCINE 10-VALANT 0.5MILLILITER,,injection,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,1
1320841,52878 ,8400000,1401/07/11,Coagulation FACTOR 8(Recombinant)250IU,,vial,نمي باشد,نمي باشد,1401/07/16,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,40
1755187,52695 ,3339300,1403/06/17,"INFLUENZA VACCINE,INACTIVETED,TETRAVALENT PARENTERAL1dose",,injection,نمي باشد,نمي باشد,1403/06/17,مي باشد,عادي(بيماران خاص 70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,1
1438288,52412 ,5067000,1401/12/22,{FORMOTEROL FUMARATE RESPIRATORY 12ug/1{dose} 120 {Puff,,spray,نمي باشد,نمي باشد,1401/12/21,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,4
1241178,15197 ,24750,1401/01/01,VITAMIN C 500MG,,tablet effervescent,نمي باشد,نمي باشد,1401/05/01,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,30
1224243,52867 ,120000,1401/04/23,DICLOFENAC SODIUM 1% 60 g,,gel topical,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,3
1224494,52756 ,20000,1401/04/23,IBUPROFEN 600 mg,,tablet extended R,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,200
1437228,52308 ,2279605,1401/12/22,BUDESONIDE 200 ug/1,,spray oral,نمي باشد,نمي باشد,1401/12/21,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,4
1697089,11611 ,28500,1403/02/30,VALPROATE SEMISODIUM 500 mg,,tablet,نمي باشد,نمي باشد,1403/02/31,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1457023,52378 ,49900,1402/03/01,SODIUM CHLORIDE RESPIRATORY 7 % 4 mL,,solution spray,نمي باشد,نمي باشد,1402/03/01,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1673529,52535 ,67000,1402/10/30,SALMETEROL / FLUTICASONE CAPSULE RESPIRATORY 50 ug/500 ug 60DOSE,,powder for inhalation,نمي باشد,نمي باشد,1402/10/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,120
1236594,07938 ,2200,1401/04/23,LEVOTHYROXINE SODIUM 0.025MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1227170,01565 ,35000,1401/04/23,LACTULOSE 10 G,,sachet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1381046,50628 ,12300,1401/11/05,ASA/ATORVASTATIN/ ENALAPRIL/ HYDROCHLOROTHIAZIDE 81/20/5/12.5mg,,tablet,نمي باشد,نمي باشد,1401/11/05,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1711276,51889 ,335300,1403/04/16,"CEFIXIME, 100 mg/5 mL 50 mL",,suspension,نمي باشد,نمي باشد,1403/04/16,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1293313,52537 ,13402,1401/06/01,ACETYLCYSTEINE 600 MG,,tablet,نمي باشد,نمي باشد,1401/06/01,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1224501,52530 ,62400,1401/04/23,HEPARIN SODIUM 1000 IU/1ML,,injection,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,20
1226050,52780 ,122700,1401/04/23,HEPARIN SODIUM 1000/1ML INJ,,injection,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,20
1239842,20922 ,15100,1401/04/23,VALSARTAN / HYDROCHLOROTHIAZIDE 320 mg/12.5 mg,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1240920,19407 ,17800,1401/04/23,VALSARTAN / HYDROCHLOROTHIAZIDE 320 mg/25 mg,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1206119,52839 ,105090,1401/04/23,EMPAGLIFLOZIN/LINAGLIPTIN/METFORMIN 5/2.5/1000MG,,tablet extended R,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (بيماران خاص 70%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,180
1691356,52333 ,1298000,1403/01/18,"TACROLIMUS , EXTENDED 5 mg",,capsule extended R,نمي باشد,نمي باشد,1403/01/18,مي باشد,ويژه (پايه 100%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1661979,52291 ,159000,1402/09/01,"TACROLIMUS , EXTENDED 0.5 mg",,capsule extended R,نمي باشد,نمي باشد,1402/09/06,مي باشد,ويژه (پايه 100%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1654018,52541 ,2681844,1402/08/20,DASATINIB 140 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1402/08/20,مي باشد,عادي (پايه 90%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,100
1635873,52844 ,447500,1402/07/22,BARICITINIB 2 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1402/07/22,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1451840,52907 ,800000,1402/01/01,PYRVINIUM 50 mg/5mL 25 mL SUSPENSION ORAL,,suspension,نمي باشد,نمي باشد,1402/02/18,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز دارد,,هر دو,5
1247877,52819 ,12000,1401/04/01,"AZELASTINE HYDROCHLORIDE 137 ug/1{Puff} 20 mL SPRAY, METERED NASAL",,spray nasal,نمي باشد,نمي باشد,1401/05/12,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,3
1247305,52807 ,12000,1401/04/01,ADULT COLD PREPARATIONS (1-5) 500 mg/10 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1401/05/12,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,200
1293275,52744 ,11706,1401/06/01,ATORVASTATIN (AS CALCIUM) / EZETIMIBE 20 mg/10 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1401/06/01,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1696352,52885 ,342000,1403/02/01,"MESALAZINE 1600 mg TABLET, EXTENDED RELEASE ORAL",,tablet extended R,نمي باشد,نمي باشد,1403/02/22,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,250
1441608,20686 ,1070000,1402/01/15,DOBUTAMINE INTRAVENOUS 12.5 mg/1mL 20 mL,,injection,نمي باشد,مي باشد,1402/01/15,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1719552,13980 ,62405,1403/05/20,RANOLAZINE EXTENDED 500 mg,,tablet extended R,نمي باشد,نمي باشد,1403/05/22,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,180
1295866,52656 ,63167,1401/04/23,RIBAVIRIN 600 mg,,tablet,نمي باشد,نمي باشد,1401/06/09,مي باشد,مشمول يارانه دولت,,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1655834,02534 ,70680,1402/08/20,PROGESTERONE 200MG PESSARY,,pessary,نمي باشد,نمي باشد,1402/08/20,مي باشد,عادي (پايه 90%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1282838,02516 ,615439,1401/01/01,CISATRACURIUM BESILATE 2MG/ML 10 ML,,ampoule,نمي باشد,مي باشد,1401/05/22,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,10
1658759,18002 ,121900,1402/09/04,TICAGRELOR 90 mg,,tablet,نمي باشد,نمي باشد,1402/09/05,مي باشد,عادي (بيماران خاص 70%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,180
1282882,25137 ,39871,1401/01/01,FEBUXOSTAT 120 mg,,tablet,نمي باشد,نمي باشد,1401/05/22,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,90
1286263,50472 ,410000,1401/04/23,LEVETIRACETAM 5 mg/1mL 100 mL,,injection,نمي باشد,نمي باشد,1401/05/25,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,10
1438144,08699 ,2652000,1401/12/22,EPHEDRINE HYDROCHLORIDE 30 mg,,tablet,نمي باشد,نمي باشد,1401/12/21,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1658767,22412 ,206250000,1402/09/04,PLERIXAFOR 20 mg/1mL,,injection,مي باشد,نمي باشد,1402/09/05,مي باشد,عادي(بيماران خاص 70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,8
1286311,17947 ,4856,1401/04/23,ZALEPLON 5 mg,,capsule,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,120
1286351,13573 ,1752,1401/04/23,KETOROLAC TROMETAMOL 10 mg,,tablet,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1286363,52191 ,79000,1401/04/23,RISPERIDONE 1 MG/1ML 30 ML,,solution,نمي باشد,نمي باشد,1401/05/25,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,5
1286367,51371 ,1937807,1401/04/23,DAPSONE 5 % 30 g,,gel topical,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1286407,50710 ,10280000,1401/04/23,"MYCOPHENOLATE MOFETIL, 1 g/5mL",,suspension,نمي باشد,نمي باشد,1401/05/25,مي باشد,ويژه (بيماران خاص 70% - مكمل 30%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1286431,21853 ,63210,1401/04/23,LEVOFLOXACIN CONCENTRATE 25 mg/1mL 20 mL,,injection,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,10
1286455,52275 ,1141000,1401/04/23,LEVETIRACETAM BLUEPHARMA 100 mg/1 mL 300 mL,,solution,نمي باشد,نمي باشد,1401/05/25,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),ندارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,10
1286551,51962 ,54187,1401/04/23,LEVODOPA / CARBIDOPA /ENTACAPONE 200 mg/50 mg/200 mg,,tablet,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1286571,51516 ,2547473,1401/04/23,MEGLUMINE COMPOUND 66 %/10 % 120 mL,,solution,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1286595,52003 ,93802,1401/04/23,SUCCINYLCHOLINE CHLORIDE 20 mg/1mL 5 mL,,injection,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
